user,timestamp,requested_page,referrer_page
546,2019-07-03 14:36:37,106,33
928,2019-07-01 12:32:46,59,82
348,2019-07-03 23:12:57,82,128
507,2019-07-01 15:15:15,75,139
999,2019-07-01 05:07:41,171,148
99,2019-07-02 11:03:57,151,159
427,2019-07-01 14:37:23,55,188
505,2019-07-03 07:01:27,53,11
669,2019-07-01 21:46:20,49,66
499,2019-07-02 13:15:18,84,23
91,2019-07-02 19:30:15,71,162
644,2019-07-03 21:16:00,163,34
536,2019-07-02 18:28:30,130,160
437,2019-07-03 13:06:06,156,189
572,2019-07-02 00:14:35,158,167
102,2019-07-02 08:50:38,2,53
623,2019-07-01 02:37:33,190,18
590,2019-07-01 15:28:17,54,18
234,2019-07-01 09:12:47,48,126
162,2019-07-01 19:41:06,197,40
493,2019-07-01 09:38:06,72,92
676,2019-07-02 03:44:52,81,24
800,2019-07-01 08:21:06,75,173
524,2019-07-02 08:04:02,124,5
13,2019-07-01 01:35:27,124,132
161,2019-07-01 15:48:34,52,141
705,2019-07-01 22:25:13,171,25
102,2019-07-02 12:17:07,199,70
77,2019-07-03 21:20:38,170,88
20,2019-07-02 10:59:39,170,182
32,2019-07-03 22:16:14,164,148
952,2019-07-02 11:39:23,137,40
437,2019-07-01 08:24:55,146,139
847,2019-07-02 18:17:17,96,100
922,2019-07-03 11:20:16,124,118
69,2019-07-01 03:04:00,10,52
710,2019-07-01 10:18:48,12,67
223,2019-07-03 22:23:13,101,106
399,2019-07-03 13:58:50,78,125
986,2019-07-01 16:33:57,180,131
331,2019-07-03 02:28:41,19,26
658,2019-07-02 08:47:02,193,4
688,2019-07-03 23:59:59,87,47
921,2019-07-01 21:27:11,17,150
949,2019-07-03 10:07:58,54,3
935,2019-07-02 20:36:15,133,93
290,2019-07-01 08:43:22,61,1
697,2019-07-02 04:06:40,153,87
906,2019-07-03 15:24:20,185,21
931,2019-07-02 20:55:35,7,26
729,2019-07-03 21:55:27,0,181
724,2019-07-01 23:00:51,69,15
369,2019-07-01 18:32:05,102,131
204,2019-07-02 05:50:07,140,112
408,2019-07-03 18:40:19,146,155
969,2019-07-03 11:05:50,21,80
474,2019-07-01 00:29:49,56,22
629,2019-07-02 19:33:47,16,11
490,2019-07-02 11:52:49,185,198
423,2019-07-03 15:55:49,52,110
728,2019-07-02 22:39:28,28,195
346,2019-07-01 17:24:55,181,181
242,2019-07-01 13:19:48,79,161
773,2019-07-03 00:39:40,164,125
583,2019-07-01 07:57:04,52,70
84,2019-07-01 05:34:09,136,160
39,2019-07-03 12:03:18,171,130
26,2019-07-01 16:12:45,122,88
218,2019-07-03 15:42:34,158,130
110,2019-07-02 06:43:25,149,64
398,2019-07-01 17:05:54,53,76
331,2019-07-01 22:07:38,92,23
615,2019-07-03 14:45:44,52,35
158,2019-07-02 14:15:08,181,168
898,2019-07-01 14:44:01,173,21
921,2019-07-01 06:16:11,125,14
315,2019-07-02 02:09:13,96,56
519,2019-07-01 09:38:33,160,72
872,2019-07-02 18:55:16,116,144
440,2019-07-01 21:08:39,117,10
931,2019-07-03 05:26:20,54,50
107,2019-07-02 13:50:27,80,32
77,2019-07-02 14:05:29,198,49
982,2019-07-03 07:23:38,147,91
668,2019-07-01 05:52:25,106,34
661,2019-07-03 19:09:25,20,45
929,2019-07-01 14:55:49,87,166
384,2019-07-02 08:09:50,142,184
901,2019-07-03 23:32:32,150,76
930,2019-07-03 15:26:40,92,70
576,2019-07-01 23:48:51,107,109
688,2019-07-03 02:44:45,39,65
300,2019-07-02 15:26:16,31,47
122,2019-07-01 23:19:59,145,161
210,2019-07-03 22:40:54,59,146
609,2019-07-02 23:41:18,156,106
815,2019-07-02 07:42:46,87,170
135,2019-07-03 14:30:11,95,100
916,2019-07-02 23:30:37,188,23
501,2019-07-03 00:00:08,65,108
527,2019-07-02 09:54:51,66,75
595,2019-07-02 21:32:42,169,33
957,2019-07-01 01:38:55,64,193
612,2019-07-01 04:17:08,34,164
390,2019-07-01 23:42:48,161,76
992,2019-07-02 06:50:53,24,36
572,2019-07-01 19:03:23,189,28
442,2019-07-03 13:00:26,75,80
730,2019-07-01 21:33:16,87,44
920,2019-07-03 21:47:32,98,33
80,2019-07-03 17:49:46,54,33
252,2019-07-03 10:19:17,85,31
846,2019-07-02 15:03:30,99,63
568,2019-07-03 17:53:50,154,185
995,2019-07-02 06:35:34,59,26
880,2019-07-03 06:28:35,193,131
400,2019-07-01 23:09:22,134,187
302,2019-07-03 14:06:44,112,118
276,2019-07-01 05:14:55,153,107
262,2019-07-01 22:46:47,67,77
640,2019-07-03 20:53:25,21,20
143,2019-07-03 10:19:16,148,88
181,2019-07-02 01:24:30,141,105
936,2019-07-01 16:45:45,82,0
778,2019-07-01 22:08:33,114,131
996,2019-07-01 05:07:50,161,113
829,2019-07-01 02:07:29,36,192
565,2019-07-02 03:21:02,146,89
797,2019-07-03 10:16:04,65,22
814,2019-07-02 01:24:29,41,125
775,2019-07-01 06:33:54,51,62
361,2019-07-02 14:51:58,33,0
5,2019-07-01 18:43:31,29,192
602,2019-07-01 09:27:06,17,167
28,2019-07-01 04:37:14,102,188
792,2019-07-03 04:35:40,28,92
428,2019-07-03 05:06:11,160,97
460,2019-07-02 01:24:18,56,193
355,2019-07-01 21:18:18,60,53
585,2019-07-02 04:56:49,105,52
183,2019-07-01 20:53:43,160,198
583,2019-07-02 23:45:01,119,157
337,2019-07-03 02:07:38,122,64
215,2019-07-01 18:45:41,9,170
122,2019-07-02 21:14:32,116,118
783,2019-07-03 02:41:07,101,162
458,2019-07-02 00:14:49,161,133
452,2019-07-02 15:50:09,53,83
89,2019-07-01 13:44:30,76,95
728,2019-07-02 05:17:14,119,61
757,2019-07-01 19:01:08,121,69
854,2019-07-01 19:50:46,24,159
885,2019-07-02 15:13:03,114,124
454,2019-07-03 11:36:49,81,73
22,2019-07-03 20:07:16,41,157
554,2019-07-02 23:08:44,108,110
176,2019-07-01 08:59:04,175,90
711,2019-07-02 04:38:54,157,140
140,2019-07-02 21:05:36,13,98
363,2019-07-03 05:18:31,116,57
19,2019-07-02 10:46:47,178,191
118,2019-07-01 23:30:06,56,170
652,2019-07-03 01:45:40,7,0
593,2019-07-02 22:03:59,130,70
894,2019-07-02 12:54:32,196,71
956,2019-07-02 18:34:15,116,35
973,2019-07-03 16:24:03,15,111
397,2019-07-01 02:33:13,140,125
184,2019-07-03 18:33:56,4,120
471,2019-07-02 16:30:34,134,165
471,2019-07-03 02:07:54,26,3
867,2019-07-02 01:27:59,56,183
422,2019-07-01 06:53:31,123,120
842,2019-07-02 08:23:09,105,6
626,2019-07-01 00:22:59,185,194
281,2019-07-03 16:22:17,152,114
17,2019-07-03 09:27:57,21,105
561,2019-07-02 17:49:32,181,20
209,2019-07-03 07:37:32,143,58
305,2019-07-01 22:14:32,43,165
519,2019-07-02 22:08:12,25,180
274,2019-07-02 22:23:28,67,195
956,2019-07-01 17:25:41,168,133
297,2019-07-03 19:21:48,158,28
722,2019-07-02 18:45:53,30,76
249,2019-07-02 23:39:42,17,194
70,2019-07-03 05:56:22,15,144
332,2019-07-03 02:58:47,134,95
400,2019-07-02 21:52:14,92,189
216,2019-07-01 06:30:24,74,126
991,2019-07-01 07:06:31,169,168
632,2019-07-03 05:12:51,132,197
781,2019-07-02 19:42:32,67,124
895,2019-07-02 00:46:11,168,158
5,2019-07-01 01:03:45,118,130
459,2019-07-03 03:32:37,102,143
789,2019-07-03 02:08:32,61,2
668,2019-07-01 11:56:06,33,138
316,2019-07-02 11:17:17,156,114
225,2019-07-03 18:01:28,13,15
759,2019-07-02 02:23:20,26,25
854,2019-07-03 10:00:00,146,29
558,2019-07-01 05:29:55,84,140
561,2019-07-02 04:39:16,125,124
109,2019-07-02 14:03:27,153,95
181,2019-07-02 16:58:03,157,151
41,2019-07-02 04:36:19,105,126
90,2019-07-01 08:15:03,199,72
475,2019-07-03 14:50:35,71,171
67,2019-07-03 23:21:36,166,68
381,2019-07-01 07:53:44,110,89
512,2019-07-02 14:46:44,121,152
297,2019-07-02 17:30:17,16,80
930,2019-07-03 12:28:21,107,186
876,2019-07-02 23:57:24,47,57
265,2019-07-01 21:14:30,81,102
68,2019-07-03 05:29:40,163,14
865,2019-07-01 03:56:14,169,54
634,2019-07-03 19:47:50,170,63
306,2019-07-02 01:32:04,153,157
774,2019-07-02 11:02:49,114,177
888,2019-07-01 08:59:38,9,74
208,2019-07-01 08:19:28,168,65
720,2019-07-03 05:56:22,146,184
716,2019-07-03 21:52:28,159,117
539,2019-07-02 20:30:00,16,145
997,2019-07-03 12:00:54,11,59
79,2019-07-01 01:38:51,14,7
329,2019-07-02 21:46:14,1,48
824,2019-07-03 10:01:04,83,98
286,2019-07-01 02:05:40,37,112
600,2019-07-03 17:51:27,55,176
563,2019-07-01 02:39:21,105,30
100,2019-07-02 05:17:18,185,63
462,2019-07-01 09:40:00,116,139
746,2019-07-01 03:33:32,158,113
692,2019-07-01 01:53:45,109,138
378,2019-07-03 10:19:57,102,184
227,2019-07-02 05:19:06,169,139
233,2019-07-02 11:30:42,61,177
477,2019-07-03 19:42:23,143,36
551,2019-07-01 11:53:20,120,13
293,2019-07-03 15:35:34,23,148
556,2019-07-03 22:28:54,2,132
753,2019-07-01 22:22:17,100,136
544,2019-07-02 08:50:59,186,13
358,2019-07-03 19:11:42,34,133
126,2019-07-03 13:07:41,18,181
210,2019-07-02 08:17:45,155,116
401,2019-07-01 20:22:38,75,124
485,2019-07-01 21:18:20,5,77
401,2019-07-02 01:18:01,9,185
68,2019-07-01 06:08:58,189,145
300,2019-07-03 23:12:03,163,72
836,2019-07-03 03:18:35,51,13
771,2019-07-01 15:09:05,104,12
114,2019-07-01 01:28:57,165,128
542,2019-07-03 00:55:51,104,106
668,2019-07-01 12:29:33,66,40
29,2019-07-02 10:59:31,103,180
227,2019-07-03 22:55:38,138,40
82,2019-07-01 23:54:01,64,167
891,2019-07-03 17:38:31,132,144
159,2019-07-03 01:29:17,91,153
864,2019-07-03 06:26:34,176,1
182,2019-07-01 15:57:05,136,152
733,2019-07-03 12:33:36,126,108
673,2019-07-01 23:27:29,184,100
701,2019-07-01 13:40:26,24,105
522,2019-07-03 06:54:43,40,26
996,2019-07-01 10:20:30,26,25
489,2019-07-02 12:37:31,2,101
326,2019-07-02 20:49:06,58,156
962,2019-07-03 20:15:38,55,61
392,2019-07-03 03:36:59,173,152
774,2019-07-03 03:01:41,183,87
700,2019-07-03 05:21:00,2,108
876,2019-07-01 09:45:00,147,199
438,2019-07-02 19:20:02,9,92
846,2019-07-03 07:29:34,119,0
439,2019-07-03 16:42:12,76,40
118,2019-07-03 15:46:13,157,49
641,2019-07-03 18:04:24,29,188
390,2019-07-01 10:23:22,91,107
941,2019-07-03 02:39:44,19,18
342,2019-07-02 17:00:09,46,74
420,2019-07-01 22:29:32,124,66
897,2019-07-03 00:12:01,166,80
710,2019-07-02 13:24:50,49,66
523,2019-07-03 22:54:19,67,182
465,2019-07-02 00:38:14,108,63
491,2019-07-02 20:30:35,108,17
437,2019-07-02 15:04:09,39,96
747,2019-07-01 14:45:00,101,24
467,2019-07-02 04:55:49,135,104
496,2019-07-03 05:50:51,112,58
721,2019-07-02 23:09:17,140,55
472,2019-07-03 00:08:26,14,62
603,2019-07-03 12:15:04,103,187
340,2019-07-01 00:01:26,175,169
588,2019-07-01 16:08:13,108,53
360,2019-07-03 20:29:42,60,76
894,2019-07-01 18:50:06,26,121
517,2019-07-01 11:44:50,66,144
640,2019-07-01 15:18:38,102,36
187,2019-07-03 04:46:46,162,159
20,2019-07-01 21:55:41,53,145
203,2019-07-03 21:14:54,118,170
739,2019-07-01 09:55:38,117,105
452,2019-07-03 08:42:54,114,17
486,2019-07-01 14:57:43,171,170
180,2019-07-02 20:33:06,103,189
173,2019-07-03 18:14:46,32,166
896,2019-07-01 05:24:56,58,169
418,2019-07-01 05:48:45,34,87
114,2019-07-01 04:36:51,154,115
805,2019-07-03 01:01:43,72,45
90,2019-07-03 21:18:16,146,87
826,2019-07-02 12:26:03,77,106
206,2019-07-03 12:30:38,112,151
0,2019-07-03 14:22:38,15,50
181,2019-07-03 06:46:13,149,114
216,2019-07-03 06:16:19,104,184
956,2019-07-01 04:25:55,33,47
764,2019-07-02 23:11:14,150,155
495,2019-07-01 09:52:43,4,182
967,2019-07-01 19:11:32,141,130
648,2019-07-03 10:20:33,96,79
671,2019-07-01 12:51:07,101,29
681,2019-07-02 19:44:45,28,107
458,2019-07-02 13:36:16,185,95
372,2019-07-02 01:12:41,138,1
787,2019-07-01 07:30:25,34,133
529,2019-07-01 12:20:25,74,111
667,2019-07-02 10:40:26,171,196
307,2019-07-01 13:28:21,6,44
739,2019-07-02 07:26:24,34,94
917,2019-07-02 10:12:40,10,108
182,2019-07-03 17:24:12,80,166
583,2019-07-01 02:54:49,71,17
713,2019-07-03 09:41:15,21,36
520,2019-07-02 07:22:09,123,192
106,2019-07-01 17:21:39,139,20
965,2019-07-03 21:00:17,73,164
424,2019-07-02 11:24:06,148,99
312,2019-07-03 02:05:10,40,5
371,2019-07-01 19:30:46,80,91
637,2019-07-02 03:47:13,25,102
247,2019-07-02 21:02:27,8,153
39,2019-07-01 05:05:05,165,12
540,2019-07-01 03:54:17,14,20
244,2019-07-01 23:59:40,72,50
278,2019-07-03 15:45:23,91,173
239,2019-07-03 22:45:35,69,173
826,2019-07-03 18:54:36,55,50
923,2019-07-01 14:24:01,168,82
911,2019-07-01 17:59:07,9,113
327,2019-07-02 13:48:59,166,36
852,2019-07-01 21:56:32,114,14
722,2019-07-02 17:04:10,114,70
6,2019-07-03 11:25:36,172,42
204,2019-07-01 07:26:10,18,75
622,2019-07-02 02:39:58,52,147
704,2019-07-03 08:26:38,189,18
150,2019-07-03 12:31:10,83,72
963,2019-07-03 04:39:54,130,71
97,2019-07-03 01:34:06,67,180
638,2019-07-03 02:29:13,197,40
64,2019-07-01 19:38:30,71,88
606,2019-07-02 10:22:06,158,122
951,2019-07-01 05:12:11,59,36
655,2019-07-01 04:24:55,61,124
99,2019-07-01 18:42:33,11,78
995,2019-07-02 19:23:30,90,6
870,2019-07-01 20:49:57,146,15
545,2019-07-01 12:58:03,121,171
240,2019-07-02 21:26:42,27,48
825,2019-07-01 10:33:19,102,158
229,2019-07-01 05:33:26,47,12
812,2019-07-01 11:33:59,100,183
491,2019-07-01 13:41:14,34,79
725,2019-07-01 10:32:47,162,163
655,2019-07-02 09:36:50,194,173
179,2019-07-01 13:53:46,119,122
126,2019-07-01 00:41:04,5,92
9,2019-07-01 19:14:46,62,9
239,2019-07-03 01:31:56,158,30
169,2019-07-03 16:34:39,104,38
371,2019-07-01 23:57:04,66,85
320,2019-07-02 01:44:14,96,79
90,2019-07-01 19:38:34,160,156
337,2019-07-01 15:30:41,129,73
817,2019-07-03 17:07:51,71,90
827,2019-07-02 03:53:26,158,111
604,2019-07-03 22:51:28,16,35
474,2019-07-03 05:41:46,72,47
403,2019-07-01 07:09:01,8,81
229,2019-07-02 11:21:46,7,0
168,2019-07-01 22:21:10,75,72
702,2019-07-03 03:17:04,9,194
636,2019-07-03 06:28:43,3,48
125,2019-07-01 21:41:38,93,81
252,2019-07-02 04:03:37,115,160
698,2019-07-02 21:09:19,64,159
701,2019-07-03 10:19:29,92,22
564,2019-07-03 19:35:41,38,189
319,2019-07-03 12:21:09,74,50
319,2019-07-02 08:22:26,21,6
291,2019-07-03 12:46:25,89,10
980,2019-07-01 01:23:07,66,103
638,2019-07-03 16:20:09,71,59
618,2019-07-03 20:49:09,173,27
224,2019-07-03 16:30:41,21,86
907,2019-07-02 06:56:59,198,42
746,2019-07-03 13:42:47,93,12
835,2019-07-02 16:59:33,188,19
538,2019-07-03 14:43:30,90,169
82,2019-07-03 18:09:18,166,173
363,2019-07-02 21:20:07,51,18
340,2019-07-01 22:07:43,147,117
263,2019-07-03 06:49:22,135,84
207,2019-07-03 03:12:37,129,13
944,2019-07-03 08:20:31,71,31
705,2019-07-01 04:19:03,195,20
498,2019-07-03 20:45:08,51,194
762,2019-07-01 12:22:40,74,125
129,2019-07-02 15:03:06,44,147
170,2019-07-01 01:56:25,139,3
578,2019-07-01 09:15:30,193,85
50,2019-07-03 12:38:37,58,18
326,2019-07-03 15:59:45,48,54
546,2019-07-03 12:25:48,24,107
941,2019-07-03 22:13:28,46,132
723,2019-07-02 14:45:55,19,173
784,2019-07-03 05:11:32,126,46
558,2019-07-03 02:49:50,102,55
246,2019-07-01 01:09:49,101,171
47,2019-07-03 13:11:30,65,87
885,2019-07-02 20:35:06,76,82
511,2019-07-03 05:32:33,186,70
412,2019-07-03 18:30:12,90,183
186,2019-07-01 18:06:52,186,137
692,2019-07-02 20:56:39,75,132
978,2019-07-02 15:24:01,144,65
608,2019-07-01 04:18:04,180,84
518,2019-07-01 06:10:39,151,7
547,2019-07-01 18:34:16,161,14
728,2019-07-01 03:03:42,90,22
804,2019-07-02 01:22:43,109,87
526,2019-07-02 13:32:51,55,155
166,2019-07-03 09:13:25,135,156
82,2019-07-01 20:11:19,116,9
431,2019-07-03 15:21:54,35,42
175,2019-07-03 16:51:23,72,137
92,2019-07-02 21:37:00,7,76
859,2019-07-01 09:10:57,164,197
584,2019-07-02 17:59:31,102,143
872,2019-07-01 13:06:17,110,124
830,2019-07-03 06:51:13,120,101
672,2019-07-01 03:08:06,5,179
445,2019-07-02 02:49:16,85,53
114,2019-07-03 10:07:52,183,78
773,2019-07-01 02:56:20,117,51
973,2019-07-01 11:54:53,158,48
884,2019-07-02 12:10:10,126,182
461,2019-07-02 14:20:13,163,1
160,2019-07-03 11:27:10,119,171
755,2019-07-01 10:20:58,134,14
514,2019-07-02 11:25:46,96,7
285,2019-07-01 16:06:06,185,35
629,2019-07-01 03:08:40,61,188
104,2019-07-01 18:22:34,83,137
540,2019-07-02 05:15:33,87,83
270,2019-07-03 11:40:32,15,70
585,2019-07-02 22:21:46,81,73
537,2019-07-03 09:40:47,114,46
71,2019-07-03 02:44:34,15,101
885,2019-07-01 01:39:46,186,80
488,2019-07-01 09:30:15,22,199
506,2019-07-03 18:47:33,179,115
226,2019-07-03 22:43:58,158,71
638,2019-07-03 10:07:09,172,104
918,2019-07-01 10:58:35,50,154
979,2019-07-03 01:03:04,98,50
636,2019-07-01 01:26:37,24,38
672,2019-07-03 13:10:32,52,127
890,2019-07-02 04:07:26,77,69
252,2019-07-03 09:25:44,42,193
525,2019-07-03 06:10:22,91,122
943,2019-07-03 21:06:27,41,47
432,2019-07-02 04:51:09,61,103
776,2019-07-02 13:27:09,143,163
115,2019-07-01 10:39:04,172,32
368,2019-07-01 10:54:31,70,102
66,2019-07-03 23:48:58,139,83
953,2019-07-03 06:39:29,132,78
595,2019-07-02 22:12:00,57,126
388,2019-07-02 17:56:46,186,161
301,2019-07-01 05:40:38,87,46
777,2019-07-03 02:50:33,53,109
618,2019-07-03 13:47:45,116,130
304,2019-07-03 15:02:08,68,56
69,2019-07-01 12:45:40,154,35
103,2019-07-02 14:56:46,12,34
498,2019-07-01 03:22:56,120,118
922,2019-07-01 17:56:20,183,185
810,2019-07-01 21:35:46,94,186
648,2019-07-01 22:35:47,100,18
698,2019-07-02 09:26:24,69,76
348,2019-07-03 12:16:01,30,167
480,2019-07-02 10:33:54,34,160
885,2019-07-01 13:10:18,28,73
446,2019-07-03 17:51:23,77,6
214,2019-07-01 21:56:14,77,79
562,2019-07-01 09:29:15,191,108
755,2019-07-03 04:28:44,123,58
442,2019-07-03 00:36:15,86,116
28,2019-07-02 10:23:46,32,187
947,2019-07-03 01:17:22,97,174
13,2019-07-01 13:22:43,48,134
707,2019-07-03 21:18:36,62,77
417,2019-07-01 23:24:01,8,104
721,2019-07-01 06:24:56,44,90
910,2019-07-01 06:54:26,81,189
711,2019-07-01 16:41:06,135,131
941,2019-07-02 10:26:21,187,139
614,2019-07-01 08:02:11,178,93
493,2019-07-03 14:01:07,147,152
712,2019-07-01 02:32:19,70,75
528,2019-07-01 11:10:40,113,35
596,2019-07-02 09:08:24,124,72
491,2019-07-03 13:34:18,118,179
103,2019-07-03 10:15:49,150,39
708,2019-07-01 08:37:21,51,63
708,2019-07-02 13:24:36,156,195
130,2019-07-01 06:38:28,173,20
265,2019-07-03 17:17:39,90,171
803,2019-07-03 00:04:14,93,88
975,2019-07-02 13:37:48,12,31
350,2019-07-03 03:08:33,131,48
134,2019-07-03 21:24:31,53,167
413,2019-07-01 01:06:20,18,136
415,2019-07-02 18:37:41,59,86
345,2019-07-01 13:31:55,42,159
795,2019-07-01 07:08:58,174,12
709,2019-07-01 16:00:37,149,0
960,2019-07-01 12:18:48,39,2
813,2019-07-03 00:25:21,9,131
580,2019-07-03 16:26:48,39,176
113,2019-07-01 04:07:54,142,37
24,2019-07-01 04:42:12,68,99
124,2019-07-02 07:11:54,130,139
495,2019-07-03 00:11:22,111,110
456,2019-07-02 10:32:29,26,128
42,2019-07-02 00:10:07,174,5
416,2019-07-02 13:19:24,19,157
866,2019-07-03 16:50:37,31,83
504,2019-07-02 05:28:55,47,167
69,2019-07-03 19:29:46,24,13
153,2019-07-03 08:06:13,52,84
149,2019-07-02 11:21:44,39,139
859,2019-07-01 11:55:08,96,192
650,2019-07-03 00:03:16,78,56
63,2019-07-02 14:20:28,117,108
437,2019-07-02 13:12:14,78,189
924,2019-07-03 00:42:56,188,20
11,2019-07-01 22:03:02,167,7
851,2019-07-03 22:20:42,134,67
303,2019-07-03 01:30:14,77,133
419,2019-07-01 20:30:13,155,87
12,2019-07-01 01:04:45,65,148
277,2019-07-01 19:36:04,191,139
544,2019-07-03 05:56:23,43,146
323,2019-07-02 01:30:02,183,43
812,2019-07-02 19:53:10,141,148
835,2019-07-03 13:54:58,189,176
249,2019-07-01 19:42:48,127,63
724,2019-07-03 17:44:53,179,2
748,2019-07-01 19:37:52,168,46
486,2019-07-02 04:13:21,83,133
356,2019-07-01 15:19:18,27,122
876,2019-07-01 01:28:57,176,38
252,2019-07-03 00:57:07,39,115
577,2019-07-02 05:16:19,68,32
992,2019-07-01 21:07:38,159,142
213,2019-07-01 07:03:45,70,28
452,2019-07-02 02:55:04,32,163
849,2019-07-02 03:20:14,179,119
899,2019-07-01 01:57:41,88,51
912,2019-07-03 15:21:03,10,148
261,2019-07-03 07:46:09,187,37
824,2019-07-03 17:31:32,126,163
157,2019-07-02 00:11:49,124,124
702,2019-07-01 20:23:50,174,124
244,2019-07-01 11:04:26,35,181
492,2019-07-03 15:05:56,15,59
368,2019-07-01 06:22:20,166,119
705,2019-07-01 20:23:26,84,0
371,2019-07-02 09:31:42,17,99
113,2019-07-03 14:29:26,67,198
310,2019-07-03 17:12:17,108,104
808,2019-07-03 01:44:27,28,46
695,2019-07-03 20:01:00,51,77
196,2019-07-02 07:29:53,169,89
14,2019-07-02 13:58:47,146,33
964,2019-07-03 18:15:11,166,35
614,2019-07-01 11:38:42,185,27
283,2019-07-01 12:25:53,28,31
495,2019-07-03 13:05:15,129,81
582,2019-07-03 04:19:56,54,96
388,2019-07-01 14:26:15,144,62
884,2019-07-03 19:42:05,81,130
96,2019-07-01 12:58:26,86,142
155,2019-07-01 00:34:29,35,156
988,2019-07-02 17:10:02,97,25
281,2019-07-03 15:41:02,38,61
786,2019-07-02 00:15:04,14,60
830,2019-07-03 03:11:45,157,69
252,2019-07-02 08:32:34,118,159
210,2019-07-03 12:46:18,182,62
846,2019-07-02 05:26:49,58,185
678,2019-07-02 05:50:07,91,191
654,2019-07-02 10:47:52,14,109
951,2019-07-03 16:51:19,109,159
932,2019-07-03 10:35:47,75,185
891,2019-07-03 16:47:22,93,186
501,2019-07-02 02:50:33,35,38
455,2019-07-03 11:10:43,41,145
732,2019-07-03 02:18:28,140,102
326,2019-07-02 23:24:46,187,148
437,2019-07-03 06:50:49,52,157
28,2019-07-01 04:19:10,10,171
702,2019-07-02 18:31:25,8,65
218,2019-07-01 12:29:58,79,163
52,2019-07-01 17:05:18,24,193
218,2019-07-01 08:12:47,59,128
488,2019-07-01 16:42:28,168,57
274,2019-07-01 14:58:23,54,12
125,2019-07-02 01:30:41,130,139
660,2019-07-02 20:41:37,108,58
83,2019-07-01 11:03:51,163,61
536,2019-07-01 05:41:43,164,191
514,2019-07-02 18:53:09,4,53
968,2019-07-03 11:02:58,186,157
730,2019-07-02 11:42:02,71,196
848,2019-07-03 03:07:20,86,149
767,2019-07-01 10:38:22,58,1
62,2019-07-03 00:46:54,82,161
406,2019-07-02 13:42:16,135,72
616,2019-07-01 08:25:03,106,144
584,2019-07-03 18:29:41,173,48
480,2019-07-01 06:11:10,179,49
919,2019-07-03 21:21:09,40,57
927,2019-07-03 18:45:05,190,40
821,2019-07-03 14:08:48,7,173
451,2019-07-01 10:21:54,139,48
509,2019-07-03 16:46:53,108,31
798,2019-07-01 13:39:16,197,56
76,2019-07-03 08:47:17,111,150
868,2019-07-03 22:43:56,169,49
534,2019-07-01 22:54:05,178,33
922,2019-07-02 15:36:43,167,25
415,2019-07-03 23:41:07,126,110
149,2019-07-02 00:03:17,19,85
607,2019-07-01 02:43:51,144,46
623,2019-07-03 20:57:35,70,182
550,2019-07-01 04:43:08,13,10
775,2019-07-03 12:53:49,58,116
334,2019-07-02 16:37:30,14,30
269,2019-07-03 19:00:09,151,129
316,2019-07-03 09:23:17,89,95
512,2019-07-03 21:58:18,150,155
653,2019-07-02 14:55:21,129,62
918,2019-07-01 00:56:13,193,62
750,2019-07-01 12:00:48,74,112
233,2019-07-02 08:06:29,36,53
813,2019-07-01 01:54:01,44,137
448,2019-07-03 18:06:58,32,32
692,2019-07-03 22:28:15,6,72
826,2019-07-01 06:09:42,70,13
562,2019-07-03 15:34:29,88,3
943,2019-07-02 17:16:31,167,31
547,2019-07-01 12:00:04,151,34
559,2019-07-03 02:01:05,21,101
970,2019-07-02 15:51:01,62,61
848,2019-07-02 14:29:39,115,189
188,2019-07-02 07:06:11,48,184
163,2019-07-03 17:41:09,78,89
603,2019-07-01 19:54:34,161,102
308,2019-07-03 21:42:22,22,190
947,2019-07-03 23:32:52,59,102
216,2019-07-03 20:06:27,86,170
419,2019-07-02 01:04:48,105,89
423,2019-07-02 22:16:11,128,159
130,2019-07-01 14:58:17,162,109
758,2019-07-02 16:05:11,29,191
734,2019-07-02 23:48:34,5,38
124,2019-07-01 05:45:03,75,35
614,2019-07-03 22:07:57,58,187
59,2019-07-03 09:53:43,94,84
27,2019-07-03 20:34:32,96,95
453,2019-07-03 17:53:00,15,41
499,2019-07-02 20:04:42,24,91
923,2019-07-01 15:06:53,74,198
62,2019-07-01 05:49:49,75,83
560,2019-07-03 14:26:43,56,146
366,2019-07-01 22:08:42,132,78
782,2019-07-01 09:37:35,15,179
218,2019-07-01 07:06:10,5,131
822,2019-07-03 16:17:07,31,128
97,2019-07-02 03:19:04,20,91
794,2019-07-02 21:20:38,72,38
116,2019-07-01 02:28:00,91,63
76,2019-07-01 02:45:06,48,66
869,2019-07-01 19:28:07,158,9
967,2019-07-02 05:23:27,129,116
168,2019-07-01 08:40:05,1,14
926,2019-07-02 07:53:39,35,182
638,2019-07-03 12:25:37,156,115
538,2019-07-02 15:13:29,192,171
249,2019-07-01 13:42:46,111,193
170,2019-07-03 16:00:43,108,32
880,2019-07-01 17:10:52,106,104
99,2019-07-03 03:52:39,69,14
125,2019-07-03 05:54:07,73,182
941,2019-07-03 02:38:02,134,177
188,2019-07-01 06:16:25,86,72
596,2019-07-02 08:09:42,146,184
0,2019-07-02 11:18:35,167,183
845,2019-07-02 06:24:05,127,40
230,2019-07-03 05:23:08,170,10
673,2019-07-01 17:45:41,80,125
245,2019-07-01 18:31:58,78,72
279,2019-07-01 21:20:09,44,182
760,2019-07-02 16:44:36,178,182
